# started on Sun Oct  9 01:35:01 2022

69645.43,msec,task-clock,69645434210,100.00,1.019,CPUs utilized
361904753560,,cpu_core/cycles/,69647389624,100.00,5.196,G/sec
<not counted>,,cpu_atom/cycles/,0,0.00,,
1420823726307,,cpu_core/instructions/,69647389624,100.00,20.401,G/sec
<not counted>,,cpu_atom/instructions/,0,0.00,,
2208,,context-switches,69645434210,100.00,31.703,/sec
32,,cpu-migrations,69645434210,100.00,0.459,/sec
1066116,,page-faults,69645434210,100.00,15.308,K/sec
268662309790,,cpu_core/branches/,69647389624,100.00,3.858,G/sec
<not counted>,,cpu_atom/branches/,0,0.00,,
585363906,,cpu_core/branch-misses/,69647389624,100.00,8.405,M/sec
<not counted>,,cpu_atom/branch-misses/,0,0.00,,
1394584494,,cpu_core/cache-references/,69647389624,100.00,20.024,M/sec
<not counted>,,cpu_atom/cache-references/,0,0.00,,
281337026,,cpu_core/cache-misses/,69647389624,100.00,4.040,M/sec
<not counted>,,cpu_atom/cache-misses/,0,0.00,,
68363286826,ns,duration_time,68363286826,100.00,981.590,M/sec
