# started on Sun Oct  9 07:20:40 2022

2274712.02,msec,task-clock,2274712018954,100.00,2.137,CPUs utilized
10231276074277,,cycles,1426242492515,62.74,4.498,GHz
13571200133326,,instructions,1426327566784,62.74,1.33,insn per cycle
,,,,,0.01,stalled cycles per insn
14529620,,context-switches,2274712018954,100.00,6.387,K/sec
25991,,cpu-migrations,2274712018954,100.00,11.426,/sec
25015635,,page-faults,2274712018954,100.00,10.997,K/sec
29033475058,,stalled-cycles-frontend,1426598432798,62.76,0.28,frontend cycles idle
119564575738,,stalled-cycles-backend,1426678399702,62.75,1.17,backend cycles idle
2927792526206,,branches,1426469475891,62.75,1.287,G/sec
25105890441,,branch-misses,1426053337606,62.74,0.86,of all branches
636721820251,,cache-references,1425592373353,62.73,279.913,M/sec
126034211377,,cache-misses,1425676938736,62.73,19.794,of all cache refs
1064384085257,ns,duration_time,1064384085257,100.00,467.920,M/sec
