# started on Sun Oct  9 08:50:17 2022

1123052.19,msec,task-clock,1123052187377,100.00,2.271,CPUs utilized
5001146234357,,cycles,704650251247,62.66,4.453,GHz
7506984141591,,instructions,704305861658,62.63,1.50,insn per cycle
,,,,,0.01,stalled cycles per insn
7713780,,context-switches,1123052187377,100.00,6.869,K/sec
18952,,cpu-migrations,1123052187377,100.00,16.875,/sec
14907359,,page-faults,1123052187377,100.00,13.274,K/sec
13738404598,,stalled-cycles-frontend,704115774463,62.63,0.27,frontend cycles idle
50732897181,,stalled-cycles-backend,704276462143,62.65,1.01,backend cycles idle
1511074680920,,branches,704386161530,62.64,1.346,G/sec
15164829700,,branch-misses,704019142459,62.62,1.00,of all branches
250944589740,,cache-references,704476432928,62.68,223.449,M/sec
53764018030,,cache-misses,704774004432,62.68,21.425,of all cache refs
494444792079,ns,duration_time,494444792079,100.00,440.269,M/sec
