# started on Sun Oct  9 07:46:23 2022

1640185.12,msec,task-clock,1640185118686,100.00,2.091,CPUs utilized
7389925706050,,cycles,1028816901277,62.72,4.506,GHz
9540806083126,,instructions,1028939741957,62.72,1.29,insn per cycle
,,,,,0.01,stalled cycles per insn
12074540,,context-switches,1640185118686,100.00,7.362,K/sec
18553,,cpu-migrations,1640185118686,100.00,11.312,/sec
19385008,,page-faults,1640185118686,100.00,11.819,K/sec
21706265854,,stalled-cycles-frontend,1029293815980,62.73,0.29,frontend cycles idle
90619571227,,stalled-cycles-backend,1029224331283,62.74,1.23,backend cycles idle
2022236269673,,branches,1029481711720,62.76,1.233,G/sec
23461691364,,branch-misses,1028505798117,62.72,1.16,of all branches
431472223073,,cache-references,1028406174390,62.71,263.063,M/sec
90987797371,,cache-misses,1028467240461,62.71,21.088,of all cache refs
784235733129,ns,duration_time,784235733129,100.00,478.139,M/sec
