# started on Tue May 23 11:14:35 2023

1178557.63,msec,task-clock,1178557632559,100.00,2.282,CPUs utilized
5899773660090,,cycles,739212761181,62.75,5.006,GHz
9556504262825,,instructions,739405891507,62.74,1.62,insn per cycle
,,,,0.01,stalled cycles per insn
8202570,,context-switches,1178557632559,100.00,6.960,K/sec
18208,,cpu-migrations,1178557632559,100.00,15.449,/sec
2830087,,page-faults,1178557632559,100.00,2.401,K/sec
61751748127,,stalled-cycles-frontend,739444805039,62.75,1.05,frontend cycles idle
50148492834,,stalled-cycles-backend,739835484044,62.78,0.85,backend cycles idle
2097109012546,,branches,739737038310,62.76,1.779,G/sec
17123911818,,branch-misses,738830377523,62.71,0.82,of all branches
327146595730,,cache-references,738312971654,62.67,277.582,M/sec
34053410377,,cache-misses,738711955417,62.71,10.409,of all cache refs
516550524575,ns,duration_time,516550524575,100.00,438.290,M/sec
