# started on Tue May 23 10:54:07 2023

2314037.81,msec,task-clock,2314037808335,100.00,2.710,CPUs utilized
12172723841390,,cycles,1454986514954,62.72,5.260,GHz
18787477048635,,instructions,1453834810023,62.68,1.54,insn per cycle
,,,,0.01,stalled cycles per insn
24975465,,context-switches,2314037808335,100.00,10.793,K/sec
25570,,cpu-migrations,2314037808335,100.00,11.050,/sec
4296172,,page-faults,2314037808335,100.00,1.857,K/sec
124807167817,,stalled-cycles-frontend,1453290619166,62.66,1.03,frontend cycles idle
127278192653,,stalled-cycles-backend,1453412847581,62.67,1.05,backend cycles idle
4103475895549,,branches,1453735049267,62.68,1.773,G/sec
29156878990,,branch-misses,1454442493772,62.70,0.71,of all branches
660000248775,,cache-references,1454845196025,62.71,285.216,M/sec
74421186483,,cache-misses,1455576104037,62.74,11.276,of all cache refs
853881189191,ns,duration_time,853881189191,100.00,369.001,M/sec
