# started on Sun Oct  9 06:52:10 2022

1893936.52,msec,task-clock,1893936517796,100.00,2.260,CPUs utilized
6659376266376,,cycles,1187600562269,62.76,3.516,GHz
8826498733182,,instructions,1187531452905,62.76,1.33,insn per cycle
,,,,,0.01,stalled cycles per insn
8420721,,context-switches,1893936517796,100.00,4.446,K/sec
9770,,cpu-migrations,1893936517796,100.00,5.159,/sec
18773304,,page-faults,1893936517796,100.00,9.912,K/sec
18803314825,,stalled-cycles-frontend,1186960286253,62.72,0.28,frontend cycles idle
78867801024,,stalled-cycles-backend,1186480518786,62.70,1.18,backend cycles idle
1899876354725,,branches,1186987611003,62.74,1.003,G/sec
14824626410,,branch-misses,1187324040843,62.74,0.78,of all branches
389514639078,,cache-references,1187475643132,62.75,205.664,M/sec
68122129615,,cache-misses,1187115488649,62.73,17.489,of all cache refs
838091633727,ns,duration_time,838091633727,100.00,442.513,M/sec
