# started on Sun Oct  9 08:16:34 2022

2393836.21,msec,task-clock,2393836209040,100.00,1.000,CPUs utilized
8885946879627,,cycles,1495704621772,62.50,3.712,GHz
21614546358875,,instructions,1495688539929,62.50,2.43,insn per cycle
,,,,,0.00,stalled cycles per insn
227278,,context-switches,2393836209040,100.00,94.943,/sec
156,,cpu-migrations,2393836209040,100.00,0.065,/sec
4260175,,page-faults,2393836209040,100.00,1.780,K/sec
82464117836,,stalled-cycles-frontend,1495691057748,62.50,0.93,frontend cycles idle
2503579845,,stalled-cycles-backend,1495697639005,62.50,0.03,backend cycles idle
4468458266167,,branches,1495692293188,62.50,1.867,G/sec
9821740906,,branch-misses,1495662134210,62.50,0.22,of all branches
737764493659,,cache-references,1495684503002,62.50,308.193,M/sec
252000751260,,cache-misses,1495697644391,62.50,34.157,of all cache refs
2392945858044,ns,duration_time,2392945858044,100.00,999.628,M/sec
