# started on Tue Oct 25 03:35:25 2022

1075887.40,msec,task-clock,1075887397272,100.00,2.236,CPUs utilized
5985165286167,,cycles,1081515351512,100.00,5.563,GHz
9689332839883,,instructions,1081515351512,100.00,1.62,insn per cycle
12363468,,context-switches,1075887397272,100.00,11.491,K/sec
30089,,cpu-migrations,1075887397272,100.00,27.967,/sec
18568388,,page-faults,1075887397272,100.00,17.259,K/sec
<not supported>,,stalled-cycles-frontend,0,100.00,,
<not supported>,,stalled-cycles-backend,0,100.00,,
2044647478839,,branches,1081515351512,100.00,1.900,G/sec
21922409035,,branch-misses,1081515351512,100.00,1.07,of all branches
79923620805,,cache-references,1081515351512,100.00,74.286,M/sec
25691563234,,cache-misses,1081515351512,100.00,32.145,of all cache refs
481166848430,ns,duration_time,481166848430,100.00,447.228,M/sec
