# started on Tue Oct 25 02:08:23 2022

1844602.03,msec,task-clock,1844602030632,100.00,2.156,CPUs utilized
10271797181000,,cycles,1850590153368,100.00,5.569,GHz
18688496799096,,instructions,1850590153368,100.00,1.82,insn per cycle
12502793,,context-switches,1844602030632,100.00,6.778,K/sec
183079,,cpu-migrations,1844602030632,100.00,99.251,/sec
36889761,,page-faults,1844602030632,100.00,19.999,K/sec
<not supported>,,stalled-cycles-frontend,0,100.00,,
<not supported>,,stalled-cycles-backend,0,100.00,,
3758602414630,,branches,1850590153368,100.00,2.038,G/sec
28496542139,,branch-misses,1850590153368,100.00,0.76,of all branches
182220393012,,cache-references,1850590153368,100.00,98.786,M/sec
40698952468,,cache-misses,1850590153368,100.00,22.335,of all cache refs
855527216931,ns,duration_time,855527216931,100.00,463.800,M/sec
