# started on Sun Oct  9 01:13:24 2022

476094.99,msec,task-clock,476094992964,100.00,1.905,CPUs utilized
2475040700933,,cpu_core/cycles/,476107080634,100.00,5.199,G/sec
<not counted>,,cpu_atom/cycles/,0,0.00,,
4717582610141,,cpu_core/instructions/,476107080634,100.00,9.909,G/sec
<not counted>,,cpu_atom/instructions/,0,0.00,,
10239,,context-switches,476094992964,100.00,21.506,/sec
202,,cpu-migrations,476094992964,100.00,0.424,/sec
15613263,,page-faults,476094992964,100.00,32.794,K/sec
1010317783012,,cpu_core/branches/,476107080634,100.00,2.122,G/sec
<not counted>,,cpu_atom/branches/,0,0.00,,
4350939661,,cpu_core/branch-misses/,476107080634,100.00,9.139,M/sec
<not counted>,,cpu_atom/branch-misses/,0,0.00,,
35427885712,,cpu_core/cache-references/,476107080634,100.00,74.413,M/sec
<not counted>,,cpu_atom/cache-references/,0,0.00,,
11710177129,,cpu_core/cache-misses/,476107080634,100.00,24.596,M/sec
<not counted>,,cpu_atom/cache-misses/,0,0.00,,
249856630950,ns,duration_time,249856630950,100.00,524.804,M/sec
