# started on Sun Oct  9 09:01:38 2022

1274841.41,msec,task-clock,1274841406927,100.00,2.233,CPUs utilized
4472092859791,,cycles,800032425441,62.85,3.508,GHz
5992771239121,,instructions,799555747775,62.82,1.34,insn per cycle
,,,,,0.01,stalled cycles per insn
6467417,,context-switches,1274841406927,100.00,5.073,K/sec
8501,,cpu-migrations,1274841406927,100.00,6.668,/sec
15410413,,page-faults,1274841406927,100.00,12.088,K/sec
13317196530,,stalled-cycles-frontend,799210041899,62.78,0.30,frontend cycles idle
55408661881,,stalled-cycles-backend,798736110375,62.74,1.24,backend cycles idle
1284812531438,,branches,798740261674,62.74,1.008,G/sec
10121249688,,branch-misses,799120186068,62.78,0.79,of all branches
270860152669,,cache-references,800164167672,62.86,212.466,M/sec
49371798697,,cache-misses,800151345316,62.86,18.228,of all cache refs
570893604093,ns,duration_time,570893604093,100.00,447.815,M/sec
