# started on Sun Oct  9 09:17:07 2022

1447341.38,msec,task-clock,1447341377420,100.00,2.553,CPUs utilized
5057632884712,,cycles,907740331401,62.61,3.494,GHz
7487919188226,,instructions,906845516535,62.56,1.48,insn per cycle
,,,,,0.01,stalled cycles per insn
7887106,,context-switches,1447341377420,100.00,5.449,K/sec
13100,,cpu-migrations,1447341377420,100.00,9.051,/sec
14910565,,page-faults,1447341377420,100.00,10.302,K/sec
14033430660,,stalled-cycles-frontend,907071215896,62.58,0.28,frontend cycles idle
48472905456,,stalled-cycles-backend,906749078797,62.55,0.96,backend cycles idle
1509390711819,,branches,908227680818,62.65,1.043,G/sec
15068332394,,branch-misses,909542015890,62.74,1.00,of all branches
249084122363,,cache-references,910376488894,62.78,172.098,M/sec
53454072310,,cache-misses,908726138094,62.67,21.460,of all cache refs
566970411845,ns,duration_time,566970411845,100.00,391.732,M/sec
